Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Value
COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,DORCHESTER,19,"2,165"
COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,SOMERSET,39, 
COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,WICOMICO,45,879
COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,WORCESTER,47, 
COUNTY,MARYLAND,24,NORTH CENTRAL,20,BALTIMORE,5,290
COUNTY,MARYLAND,24,NORTH CENTRAL,20,CARROLL,13,37
COUNTY,MARYLAND,24,NORTH CENTRAL,20,MONTGOMERY,31, 
COUNTY,MARYLAND,24,NORTH CENTRAL,20,WASHINGTON,43,344
COUNTY,MARYLAND,24,SOUTHERN,80,CALVERT,9,919
COUNTY,MARYLAND,24,SOUTHERN,80,CHARLES,17,"1,243"
COUNTY,MARYLAND,24,SOUTHERN,80,PRINCE GEORGES,33,"1,648"
COUNTY,MARYLAND,24,SOUTHERN,80,ST MARYS,37,300
COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,CAROLINE,11,"1,614"
COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,CECIL,15, 
COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,KENT,29, 
COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,QUEEN ANNES,35, 
COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,TALBOT,41,"1,000"
COUNTY,MICHIGAN,26,CENTRAL,50,GLADWIN,51, 
COUNTY,MICHIGAN,26,CENTRAL,50,ISABELLA,73,18
COUNTY,MICHIGAN,26,CENTRAL,50,OSCEOLA,133, 
COUNTY,MICHIGAN,26,EAST CENTRAL,60,SAGINAW,145, 
COUNTY,MICHIGAN,26,EAST CENTRAL,60,TUSCOLA,157,150
COUNTY,MICHIGAN,26,NORTHEAST,30,ALPENA,7, 
COUNTY,MICHIGAN,26,NORTHWEST,20,KALKASKA,79, 
COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,CALHOUN,25, 
COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,CLINTON,37, 
COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,ST JOSEPH,149,"1,229"
COUNTY,MICHIGAN,26,SOUTHWEST,70,KALAMAZOO,77,109
COUNTY,MICHIGAN,26,SOUTHWEST,70,OTTAWA,139, 
COUNTY,MICHIGAN,26,SOUTHWEST,70,VAN BUREN,159, 
COUNTY,MINNESOTA,27,CENTRAL,50,RENVILLE,129, 
COUNTY,MINNESOTA,27,CENTRAL,50,SCOTT,139, 
COUNTY,MINNESOTA,27,CENTRAL,50,STEARNS,145,305
COUNTY,MINNESOTA,27,CENTRAL,50,WRIGHT,171, 
COUNTY,MINNESOTA,27,EAST CENTRAL,60,WASHINGTON,163, 
COUNTY,MINNESOTA,27,WEST CENTRAL,40,POPE,121, 
COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,CHICKASAW,17,90
COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,NESHOBA,99, 
COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,OKTIBBEHA,105, 
COUNTY,MISSISSIPPI,28,LOWER DELTA,40,HUMPHREYS,53, 
COUNTY,MISSISSIPPI,28,LOWER DELTA,40,SHARKEY,125, 
COUNTY,MISSISSIPPI,28,LOWER DELTA,40,SUNFLOWER,133,336
COUNTY,MISSISSIPPI,28,LOWER DELTA,40,WASHINGTON,151, 
COUNTY,MISSISSIPPI,28,LOWER DELTA,40,YAZOO,163,575
COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,DE SOTO,33,703
COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,GRENADA,43, 
COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,PANOLA,107, 
COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,TATE,137, 
COUNTY,MISSISSIPPI,28,NORTHEAST,30,LEE,81, 
COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,NEWTON,101, 
COUNTY,MISSISSIPPI,28,SOUTHWEST,70,CLAIBORNE,21, 
COUNTY,MISSISSIPPI,28,UPPER DELTA,10,BOLIVAR,11, 
COUNTY,MISSISSIPPI,28,UPPER DELTA,10,COAHOMA,27, 
COUNTY,MISSISSIPPI,28,UPPER DELTA,10,QUITMAN,119,330
COUNTY,MISSOURI,29,CENTRAL,50,BENTON,15,228
COUNTY,MISSOURI,29,CENTRAL,50,BOONE,19,386
COUNTY,MISSOURI,29,CENTRAL,50,CALLAWAY,27,"1,092"
COUNTY,MISSOURI,29,CENTRAL,50,COLE,51, 
COUNTY,MISSOURI,29,CENTRAL,50,COOPER,53,240
COUNTY,MISSOURI,29,CENTRAL,50,DALLAS,59,95
COUNTY,MISSOURI,29,CENTRAL,50,HICKORY,85, 
COUNTY,MISSOURI,29,CENTRAL,50,HOWARD,89,577
COUNTY,MISSOURI,29,CENTRAL,50,LACLEDE,105,224
COUNTY,MISSOURI,29,CENTRAL,50,MARIES,125, 
COUNTY,MISSOURI,29,CENTRAL,50,MILLER,131,132
COUNTY,MISSOURI,29,CENTRAL,50,MONITEAU,135,250
COUNTY,MISSOURI,29,CENTRAL,50,MORGAN,141,106
COUNTY,MISSOURI,29,CENTRAL,50,OSAGE,151,500
COUNTY,MISSOURI,29,CENTRAL,50,PETTIS,159,613
COUNTY,MISSOURI,29,CENTRAL,50,POLK,167,285
COUNTY,MISSOURI,29,CENTRAL,50,SALINE,195, 
COUNTY,MISSOURI,29,EAST,60,FRANKLIN,71,533
COUNTY,MISSOURI,29,EAST,60,GASCONADE,73,127
COUNTY,MISSOURI,29,EAST,60,JEFFERSON,99, 
COUNTY,MISSOURI,29,EAST,60,LINCOLN,113,413
COUNTY,MISSOURI,29,EAST,60,MONTGOMERY,139,697
COUNTY,MISSOURI,29,EAST,60,PERRY,157,172
COUNTY,MISSOURI,29,EAST,60,ST CHARLES,183,260
COUNTY,MISSOURI,29,EAST,60,ST FRANCOIS,187,240
COUNTY,MISSOURI,29,EAST,60,WARREN,219,352
COUNTY,MISSOURI,29,NORTH CENTRAL,20,ADAIR,1, 
COUNTY,MISSOURI,29,NORTH CENTRAL,20,CARROLL,33, 
COUNTY,MISSOURI,29,NORTH CENTRAL,20,CHARITON,41,160
COUNTY,MISSOURI,29,NORTH CENTRAL,20,GRUNDY,79, 
COUNTY,MISSOURI,29,NORTH CENTRAL,20,LINN,115, 
COUNTY,MISSOURI,29,NORTH CENTRAL,20,LIVINGSTON,117,"1,715"
COUNTY,MISSOURI,29,NORTH CENTRAL,20,MERCER,129,60
COUNTY,MISSOURI,29,NORTH CENTRAL,20,RANDOLPH,175, 
COUNTY,MISSOURI,29,NORTHEAST,30,AUDRAIN,7,"2,561"
COUNTY,MISSOURI,29,NORTHEAST,30,CLARK,45, 
COUNTY,MISSOURI,29,NORTHEAST,30,MARION,127,30
COUNTY,MISSOURI,29,NORTHEAST,30,MONROE,137,203
COUNTY,MISSOURI,29,NORTHEAST,30,PIKE,163,24
COUNTY,MISSOURI,29,NORTHEAST,30,RALLS,173,467
COUNTY,MISSOURI,29,NORTHEAST,30,SCOTLAND,199,166
COUNTY,MISSOURI,29,NORTHEAST,30,SHELBY,205, 
COUNTY,MISSOURI,29,NORTHWEST,10,ANDREW,3, 
COUNTY,MISSOURI,29,NORTHWEST,10,BUCHANAN,21,406
COUNTY,MISSOURI,29,NORTHWEST,10,CALDWELL,25,894
COUNTY,MISSOURI,29,NORTHWEST,10,CLAY,47, 
COUNTY,MISSOURI,29,NORTHWEST,10,DAVIESS,61,192
COUNTY,MISSOURI,29,NORTHWEST,10,DE KALB,63, 
COUNTY,MISSOURI,29,NORTHWEST,10,GENTRY,75,5
COUNTY,MISSOURI,29,NORTHWEST,10,HARRISON,81,210
COUNTY,MISSOURI,29,NORTHWEST,10,NODAWAY,147, 
COUNTY,MISSOURI,29,NORTHWEST,10,PLATTE,165, 
COUNTY,MISSOURI,29,NORTHWEST,10,RAY,177,167
COUNTY,MISSOURI,29,SOUTH CENTRAL,80,BOLLINGER,17,50
COUNTY,MISSOURI,29,SOUTH CENTRAL,80,DENT,65, 
COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WAYNE,223, 
COUNTY,MISSOURI,29,SOUTHEAST,90,BUTLER,23,369
COUNTY,MISSOURI,29,SOUTHEAST,90,CAPE GIRARDEAU,31, 
COUNTY,MISSOURI,29,SOUTHEAST,90,DUNKLIN,69,662
COUNTY,MISSOURI,29,SOUTHEAST,90,MISSISSIPPI,133,"1,421"
COUNTY,MISSOURI,29,SOUTHEAST,90,NEW MADRID,143,125
COUNTY,MISSOURI,29,SOUTHEAST,90,PEMISCOT,155, 
COUNTY,MISSOURI,29,SOUTHEAST,90,SCOTT,201,280
COUNTY,MISSOURI,29,SOUTHEAST,90,STODDARD,207,534
COUNTY,MISSOURI,29,SOUTHWEST,70,BARRY,9,440
COUNTY,MISSOURI,29,SOUTHWEST,70,BARTON,11,218
COUNTY,MISSOURI,29,SOUTHWEST,70,DADE,57,286
COUNTY,MISSOURI,29,SOUTHWEST,70,GREENE,77, 
COUNTY,MISSOURI,29,SOUTHWEST,70,JASPER,97,82
COUNTY,MISSOURI,29,SOUTHWEST,70,LAWRENCE,109, 
COUNTY,MISSOURI,29,SOUTHWEST,70,NEWTON,145, 
COUNTY,MISSOURI,29,WEST,40,BATES,13, 
COUNTY,MISSOURI,29,WEST,40,CASS,37, 
COUNTY,MISSOURI,29,WEST,40,CEDAR,39, 
COUNTY,MISSOURI,29,WEST,40,HENRY,83,530
COUNTY,MISSOURI,29,WEST,40,JOHNSON,101,50
COUNTY,MISSOURI,29,WEST,40,ST CLAIR,185,377
COUNTY,MISSOURI,29,WEST,40,VERNON,217,429
COUNTY,MONTANA,30,CENTRAL,50,FERGUS,27, 
COUNTY,MONTANA,30,NORTH CENTRAL,20,HILL,41,120
COUNTY,MONTANA,30,NORTHEAST,30,VALLEY,105, 
COUNTY,MONTANA,30,SOUTHEAST,90,CARTER,11, 
COUNTY,NEBRASKA,31,CENTRAL,50,BUFFALO,19,451
COUNTY,NEBRASKA,31,CENTRAL,50,CUSTER,41,"1,369"
COUNTY,NEBRASKA,31,CENTRAL,50,DAWSON,47,826
COUNTY,NEBRASKA,31,CENTRAL,50,HALL,79,"1,195"
COUNTY,NEBRASKA,31,CENTRAL,50,HOWARD,93,266
COUNTY,NEBRASKA,31,CENTRAL,50,VALLEY,175,843
COUNTY,NEBRASKA,31,EAST,60,BUTLER,23,244
COUNTY,NEBRASKA,31,EAST,60,COLFAX,37,315
COUNTY,NEBRASKA,31,EAST,60,DODGE,53, 
COUNTY,NEBRASKA,31,EAST,60,HAMILTON,81,370
COUNTY,NEBRASKA,31,EAST,60,LANCASTER,109,604
COUNTY,NEBRASKA,31,EAST,60,MERRICK,121,198
COUNTY,NEBRASKA,31,EAST,60,NANCE,125,152
COUNTY,NEBRASKA,31,EAST,60,PLATTE,141,290
COUNTY,NEBRASKA,31,EAST,60,POLK,143,450
COUNTY,NEBRASKA,31,EAST,60,SAUNDERS,155,65
COUNTY,NEBRASKA,31,EAST,60,SEWARD,159,"3,208"
COUNTY,NEBRASKA,31,EAST,60,YORK,185,"1,256"
COUNTY,NEBRASKA,31,NORTH,20,BOYD,15,814
COUNTY,NEBRASKA,31,NORTH,20,CHERRY,31,150
COUNTY,NEBRASKA,31,NORTH,20,GARFIELD,71, 
COUNTY,NEBRASKA,31,NORTH,20,HOLT,89,"1,226"
COUNTY,NEBRASKA,31,NORTH,20,KEYA PAHA,103,455
COUNTY,NEBRASKA,31,NORTH,20,LOUP,115,396
COUNTY,NEBRASKA,31,NORTHEAST,30,ANTELOPE,3, 
COUNTY,NEBRASKA,31,NORTHEAST,30,CEDAR,27, 
COUNTY,NEBRASKA,31,NORTHEAST,30,CUMING,39,88
COUNTY,NEBRASKA,31,NORTHEAST,30,KNOX,107,100
COUNTY,NEBRASKA,31,NORTHEAST,30,MADISON,119,50
COUNTY,NEBRASKA,31,NORTHEAST,30,WAYNE,179, 
COUNTY,NEBRASKA,31,NORTHWEST,10,BANNER,7, 
COUNTY,NEBRASKA,31,NORTHWEST,10,CHEYENNE,33,"8,309"
COUNTY,NEBRASKA,31,NORTHWEST,10,DAWES,45,150
COUNTY,NEBRASKA,31,NORTHWEST,10,DEUEL,49,"5,431"
COUNTY,NEBRASKA,31,NORTHWEST,10,GARDEN,69,581
COUNTY,NEBRASKA,31,NORTHWEST,10,KIMBALL,105,"1,829"
COUNTY,NEBRASKA,31,NORTHWEST,10,MORRILL,123, 
COUNTY,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,283
COUNTY,NEBRASKA,31,NORTHWEST,10,SHERIDAN,161,515
COUNTY,NEBRASKA,31,NORTHWEST,10,SIOUX,165, 
COUNTY,NEBRASKA,31,SOUTH,80,ADAMS,1,286
COUNTY,NEBRASKA,31,SOUTH,80,FRANKLIN,61,754
COUNTY,NEBRASKA,31,SOUTH,80,FURNAS,65,"6,315"
COUNTY,NEBRASKA,31,SOUTH,80,GOSPER,73,718
COUNTY,NEBRASKA,31,SOUTH,80,HARLAN,83,"3,640"
COUNTY,NEBRASKA,31,SOUTH,80,KEARNEY,99,638
COUNTY,NEBRASKA,31,SOUTH,80,PHELPS,137,353
COUNTY,NEBRASKA,31,SOUTH,80,WEBSTER,181,"2,971"
COUNTY,NEBRASKA,31,SOUTHEAST,90,CLAY,35,"1,039"
COUNTY,NEBRASKA,31,SOUTHEAST,90,FILLMORE,59,"1,791"
COUNTY,NEBRASKA,31,SOUTHEAST,90,GAGE,67,859
COUNTY,NEBRASKA,31,SOUTHEAST,90,JEFFERSON,95,"1,015"
COUNTY,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,485
COUNTY,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,"4,629"
COUNTY,NEBRASKA,31,SOUTHEAST,90,PAWNEE,133,"1,368"
COUNTY,NEBRASKA,31,SOUTHEAST,90,RICHARDSON,147,179
COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,"1,511"
COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,"1,952"
COUNTY,NEBRASKA,31,SOUTHWEST,70,CHASE,29,"3,098"
COUNTY,NEBRASKA,31,SOUTHWEST,70,DUNDY,57,"2,874"
COUNTY,NEBRASKA,31,SOUTHWEST,70,FRONTIER,63,"7,251"
COUNTY,NEBRASKA,31,SOUTHWEST,70,HAYES,85,"6,514"
COUNTY,NEBRASKA,31,SOUTHWEST,70,HITCHCOCK,87,"13,587"
COUNTY,NEBRASKA,31,SOUTHWEST,70,KEITH,101, 
COUNTY,NEBRASKA,31,SOUTHWEST,70,LINCOLN,111,"1,893"
COUNTY,NEBRASKA,31,SOUTHWEST,70,PERKINS,135,"4,323"
COUNTY,NEBRASKA,31,SOUTHWEST,70,RED WILLOW,145,"12,654"
COUNTY,NEVADA,32,NORTHWEST,10,CHURCHILL,1, 
COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13, 
COUNTY,NEW JERSEY,34,CENTRAL,50,BURLINGTON,5,441
COUNTY,NEW JERSEY,34,NORTH,20,HUNTERDON,19, 
COUNTY,NEW JERSEY,34,NORTH,20,MORRIS,27, 
COUNTY,NEW JERSEY,34,NORTH,20,WARREN,41,89
COUNTY,NEW JERSEY,34,SOUTH,80,CUMBERLAND,11, 
COUNTY,NEW MEXICO,35,NORTHEAST,30,CURRY,9,"24,895"
COUNTY,NEW MEXICO,35,NORTHEAST,30,DE BACA,11, 
COUNTY,NEW MEXICO,35,NORTHEAST,30,QUAY,37,"8,204"
COUNTY,NEW MEXICO,35,NORTHEAST,30,ROOSEVELT,41,"12,759"
COUNTY,NEW MEXICO,35,NORTHEAST,30,UNION,59, 
COUNTY,NEW MEXICO,35,SOUTHEAST,90,CHAVES,5, 
COUNTY,NEW MEXICO,35,SOUTHEAST,90,DONA ANA,13, 
COUNTY,NEW MEXICO,35,SOUTHEAST,90,LEA,25, 
COUNTY,NEW MEXICO,35,SOUTHWEST,70,LUNA,29,469
COUNTY,NEW YORK,36,CENTRAL,50,ONEIDA,65, 
COUNTY,NEW YORK,36,CENTRAL,50,OTSEGO,77, 
COUNTY,NEW YORK,36,EASTERN,60,MONTGOMERY,57, 
COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21, 
COUNTY,NEW YORK,36,SOUTHEAST,90,GREENE,39, 
COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,52
COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13, 
COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,71
COUNTY,NEW YORK,36,WESTERN,40,ERIE,29, 
COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37, 
COUNTY,NEW YORK,36,WESTERN,40,ONTARIO,69, 
COUNTY,NEW YORK,36,WESTERN,40,SENECA,99,258
COUNTY,NEW YORK,36,WESTERN,40,WAYNE,117, 
COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,13, 
COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,49, 
COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,79, 
COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,HYDE,95, 
COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,"1,136"
COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JONES,103, 
COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,348
COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PAMLICO,137, 
COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,"1,014"
COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WAYNE,191,92
COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WILSON,195,417
COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,3,180
COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,37,297
COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,57,240
COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,97,27
COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,250
COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ROWAN,159,375
COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,WAKE,183,295
COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,BERTIE,15, 
COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CAMDEN,29, 
COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CHOWAN,41,391
COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,53, 
