Program,Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,WHEAT - ACRES HARVESTED,"WHEAT - PRODUCTION, MEASURED IN BU",Wheat Production measured in Kg
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,MARION,115,89354,4550480,160354685.1
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,MCPHERSON,113,184103,9578162,337525525
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,RICE,159,145255,7268805,256145931.1
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,RUSH,165,100229,4815701,169700826.6
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,RUSSELL,167,75123,3198842,112724218.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,SALINE,169,88244,4426639,155990643.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,ANDERSON,3,6715,342150,12057047.94
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,CHASE,17,8320,390133,13747924.25
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,COFFEY,31,11047,614379,21650144.83
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,DOUGLAS,45,4086,182986,6448256.536
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,FRANKLIN,59,6224,328470,11574977.45
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,GEARY,61,7250,318303,11216701.83
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,JOHNSON,91,2344,118196,4165117.165
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,LINN,107,3492,146371,5157977.974
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,LYON,111,9925,494640,17430653.78
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,MIAMI,121,4090,233204,8217892.174
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,MORRIS,127,23659,1262721,44497114.21
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,OSAGE,139,6662,331482,11681117.53
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,SHAWNEE,177,4015,220374,7765774.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,WABAUNSEE,197,2053,88291,3111292.765
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,CLAY,27,55453,3063565,107957182.7
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,CLOUD,29,53960,2539491,89489302.13
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,JEWELL,89,68994,3287797,115858909.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,MITCHELL,123,117925,5803640,204514878.5
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,OSBORNE,141,68219,3060286,107841633.8
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,OTTAWA,143,79324,4056539,142948663.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,PHILLIPS,147,66640,2814935,99195692.64
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,REPUBLIC,157,47498,2407741,84846554.6
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,ROOKS,163,100212,4429789,156101646.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,SMITH,183,102465,4894436,172475374.8
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,WASHINGTON,201,41507,1987096,70023415.84
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,ATCHISON,5,1451,73860,2602757.74
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,BROWN,13,1548,95040,3349121.251
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,DONIPHAN,43,312,14148,498562.368
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,JACKSON,85,1834,62866,2215339.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,JEFFERSON,87,1715,75425,2657906.885
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,LEAVENWORTH,103,1913,107047,3772236.769
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,MARSHALL,117,18012,907243,31970399.95
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,NEMAHA,131,4905,276129,9730529.27
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,POTTAWATOMIE,149,5308,276582,9746492.569
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,RILEY,161,8545,353513,12457469.49
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHWEST,10,CHEYENNE,23,93455,5083643,179142853.6
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHWEST,10,DECATUR,39,68870,3535281,124580016
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHWEST,10,GRAHAM,65,62124,2440211,85990767.22
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHWEST,10,NORTON,137,52070,2126395,74932183.1
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHWEST,10,RAWLINS,153,102830,5625481,198236721
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHWEST,10,SHERIDAN,179,67854,2862847,100884067
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHWEST,10,SHERMAN,181,108407,5212460,183682244.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHWEST,10,THOMAS,193,100920,4212560,148446698.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,BARBER,7,126871,4995343,176031243.6
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,COMANCHE,33,54505,2144598,75573639.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,EDWARDS,47,87025,4342082,153010933.3
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,HARPER,77,195559,7646542,269457031.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,HARVEY,79,95089,4806353,169371411.7
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,KINGMAN,95,173340,7519517,264980788.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,KIOWA,97,60434,2861311,100829939.8
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,PAWNEE,145,109029,6119443,215643482.7
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,PRATT,151,157568,7505680,264493185.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,RENO,155,220397,10653737,375427788.2
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,SEDGWICK,173,166529,7616946,268414096.3
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,STAFFORD,185,123046,5712821,201314501.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,SUMNER,191,318343,13929542,490864111.2
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,ALLEN,1,4770,245252,8642452.494
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,BOURBON,11,5157,238110,8390775.053
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,BUTLER,15,39873,1972137,69496274.58
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,CHAUTAUQUA,19,4857,175720,6192209.451
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,CHEROKEE,21,60669,2923144,103008877.2
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,COWLEY,35,66291,2768237,97550098.53
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,CRAWFORD,37,29415,1492825,52605765.27
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,ELK,49,1458,62146,2189967.269
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,GREENWOOD,73,3684,166630,5871886.301
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,LABETTE,99,41903,1859705,65534275.42
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,MONTGOMERY,125,37838,1757897,61946656.14
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,NEOSHO,133,28937,1289755,45449767.24
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,WILSON,205,22949,1224034,43133820.3
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,WOODSON,207,10218,453158,15968866.66
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,CLARK,25,41716,1638667,57745101.78
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,FINNEY,55,139262,6189687,218118815.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,FORD,57,141177,7151827,252023735.1
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,GRANT,67,68012,2692012,94864000.39
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,GRAY,69,96280,5193430,183011645.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,HAMILTON,75,96066,2733824,96337416.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,HASKELL,81,51518,2536394,89380166.73
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,HODGEMAN,83,95221,4415095,155583843.5
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,KEARNY,93,96133,3791619,133613128.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,MEADE,119,77096,3875094,136554710.3
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,MORTON,129,67554,2400827,84602911.67
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,SEWARD,175,45527,2322114,81829138.72
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,STANTON,187,98511,4294201,151323651.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,STEVENS,189,59070,2678973,94404518.15
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,GOVE,63,85321,3510670,123712747.3
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,GREELEY,71,115808,3370483,118772687.7
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,69191,2858406,100727570.3
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,87568,2873581,101262323.2
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,103060,3864974,136198090.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,SCOTT,171,96324,4275541,150666090.3
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,TREGO,195,74629,2910682,102569727.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,WALLACE,199,74177,3065659,108030973.3
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,WICHITA,203,107184,3896452,137307346.3
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,BATH,11,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,BOURBON,17,1625,95183,3354160.438
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,BOYLE,21,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,CLARK,49,388,33044,1164439.842
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,FAYETTE,67,247,13643,480766.6375
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,FLEMING,69,87,5643,198854.0743
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,GARRARD,79,102,6370,224472.8784
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,HARRISON,97,748,46429,1636114.8
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,JESSAMINE,113,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,LINCOLN,137,236,13462,474388.3657
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,MADISON,151,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,MASON,161,259,11660,410887.5609
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,MERCER,167,1525,113118,3986173.166
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,MONTGOMERY,173,500,28200,993741.7853
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,NICHOLAS,181,68,3818,134542.7708
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,SCOTT,209,426,31400,1106506.811
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,SHELBY,211,2354,171247,6034585.089
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,SPENCER,215,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,WASHINGTON,229,654,56740,1999464.854
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,WOODFORD,239,492,28315,997794.2784
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,ADAIR,1,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,ALLEN,3,917,71607,2523364.114
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,BARREN,9,1313,83526,2943378.594
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,BRECKINRIDGE,27,1350,92650,3264899.873
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,BUTLER,31,150,12000,422868.8448
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,CASEY,45,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,CLINTON,53,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,CUMBERLAND,57,290,20000,704781.408
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,EDMONSON,61,1395,96400,3397046.387
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,GRAYSON,85,999,70481,2483684.921
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,GREEN,87,724,55807,1966586.802
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,HARDIN,93,1988,141606,4990063.803
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,HART,99,379,28340,998675.2551
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,JEFFERSON,111,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,LARUE,123,3757,299009,10536799.2
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,MARION,155,1303,105718,3725404.045
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,MEADE,163,1029,75115,2646982.773
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,METCALFE,169,119,6517,229653.0218
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,MONROE,171,663,34046,1199749.391
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,NELSON,179,5350,392693,13838136.27
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,RUSSELL,207,260,17800,627255.4531
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,TAYLOR,217,250,20400,718877.0362
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,WARREN,227,16672,1262465,44488093.01
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BREATHITT,25,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,GREENUP,89,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAUREL,125,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PULASKI,199,1363,101320,3570422.613
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ROCKCASTLE,203,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ROWAN,205,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WAYNE,231,1172,101178,3565418.665
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,MIDWESTERN,20,CALDWELL,33,8976,744830,26247116.81
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,MIDWESTERN,20,CHRISTIAN,47,64187,5086083,179228836.9
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,MIDWESTERN,20,CRITTENDEN,55,5862,505169,17801685.95
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,MIDWESTERN,20,DAVIESS,59,3540,271266,9559161.671
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,MIDWESTERN,20,HANCOCK,91,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,MIDWESTERN,20,HENDERSON,101,2595,204700,7213437.711
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,MIDWESTERN,20,HOPKINS,107,2275,150174,5291992.158
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,MIDWESTERN,20,LOGAN,141,43443,3510440,123704642.3
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,MIDWESTERN,20,MCLEAN,149,7822,566050,19947075.8
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,MIDWESTERN,20,MUHLENBERG,177,1530,110790,3904136.61
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,MIDWESTERN,20,OHIO,183,1615,124196,4376551.587
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,MIDWESTERN,20,SIMPSON,213,20887,1604217,56531115.8
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,MIDWESTERN,20,TODD,219,30250,2286793,80584459.52
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,MIDWESTERN,20,UNION,225,8108,695673,24514869.82
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,MIDWESTERN,20,WEBSTER,233,1138,92622,3263913.179
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,NORTHERN,40,BOONE,15,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,NORTHERN,40,BRACKEN,23,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,NORTHERN,40,CARROLL,41,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,NORTHERN,40,GALLATIN,77,1300,112000,3946775.885
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,NORTHERN,40,GRANT,81,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,NORTHERN,40,HENRY,103,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,NORTHERN,40,KENTON,117,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,NORTHERN,40,OLDHAM,185,255,22119,779452.9982
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,NORTHERN,40,TRIMBLE,223,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,PURCHASE,10,BALLARD,7,10419,836828,29489040.8
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,PURCHASE,10,CALLOWAY,35,9573,651326,22952122.77
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,PURCHASE,10,CARLISLE,39,6127,467485,16473736.83
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,PURCHASE,10,FULTON,75,8040,529732,18667263.24
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,PURCHASE,10,GRAVES,83,17360,1277533,45019075.33
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,PURCHASE,10,HICKMAN,105,12588,876615,30891097.7
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,PURCHASE,10,LIVINGSTON,139,1252,81685,2878503.466
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,PURCHASE,10,LYON,143,0,0,0
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,PURCHASE,10,MARSHALL,157,3445,238388,8400571.515
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,PURCHASE,10,MCCRACKEN,145,5585,417634,14717033.93
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,PURCHASE,10,TRIGG,221,10602,847935,29880441.16
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,CENTRAL,50,AVOYELLES,9,533,25760,907758.4535
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,CENTRAL,50,POINTE COUPEE,77,3413,168192,5926929.729
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,CENTRAL,50,RAPIDES,79,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,EAST CENTRAL,60,EAST BATON ROUGE,33,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,EAST CENTRAL,60,TANGIPAHOA,105,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,EAST CENTRAL,60,WASHINGTON,117,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,EAST CENTRAL,60,WEST FELICIANA,125,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,NORTHEAST,30,EAST CARROLL,35,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,NORTHEAST,30,FRANKLIN,41,760,40630,1431763.43
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,NORTHEAST,30,MADISON,65,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,NORTHEAST,30,MOREHOUSE,67,340,11802,415891.5089
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,NORTHEAST,30,RICHLAND,83,997,39828,1403501.696
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,NORTHEAST,30,TENSAS,107,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,NORTHEAST,30,WEST CARROLL,123,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,NORTHWEST,10,BOSSIER,15,365,21900,771735.6418
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,NORTHWEST,10,CADDO,17,1012,40195,1416434.435
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,NORTHWEST,10,RED RIVER,81,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,SOUTH CENTRAL,80,IBERIA,45,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,SOUTH CENTRAL,80,SAINT MARTIN,99,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,SOUTHEAST,90,ST. JOHN THE BAPTIST,95,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,SOUTHWEST,70,ACADIA,1,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,SOUTHWEST,70,ALLEN,3,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,SOUTHWEST,70,BEAUREGARD,11,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,SOUTHWEST,70,JEFFERSON DAVIS,53,0,0,0
CENSUS,2017,YEAR,COUNTY,LOUISIANA,22,SOUTHWEST,70,VERMILION,113,308,16740,589902.0385
CENSUS,2017,YEAR,COUNTY,MAINE,23,CENTRAL,20,PENOBSCOT,19,0,0,0
CENSUS,2017,YEAR,COUNTY,MAINE,23,CENTRAL,20,PISCATAQUIS,21,24,480,16914.75379
CENSUS,2017,YEAR,COUNTY,MAINE,23,CENTRAL,20,SOMERSET,25,3,160,5638.251264
CENSUS,2017,YEAR,COUNTY,MAINE,23,CENTRAL,20,WALDO,27,25,566,19945.31385
CENSUS,2017,YEAR,COUNTY,MAINE,23,NORTH,10,AROOSTOOK,3,0,0,0
CENSUS,2017,YEAR,COUNTY,MAINE,23,SOUTH,30,KENNEBEC,11,3,90,3171.516336
CENSUS,2017,YEAR,COUNTY,MAINE,23,SOUTH,30,YORK,31,0,0,0
CENSUS,2017,YEAR,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,DORCHESTER,19,16641,1083155,38169375.3
CENSUS,2017,YEAR,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,SOMERSET,39,7040,557238,19636549.11
CENSUS,2017,YEAR,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,WICOMICO,45,3338,236983,8351060.621
CENSUS,2017,YEAR,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,WORCESTER,47,4924,372192,13115700.09
CENSUS,2017,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,BALTIMORE,5,4660,347894,12259461.16
CENSUS,2017,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,CARROLL,13,8046,633013,22306789.67
CENSUS,2017,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,FREDERICK,21,14399,986910,34777790.97
CENSUS,2017,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,HARFORD,25,3906,319876,11272132.88
CENSUS,2017,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,HOWARD,27,984,67303,2371695.155
CENSUS,2017,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,MONTGOMERY,31,7758,543302,19145457.43
CENSUS,2017,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,WASHINGTON,43,6816,517687,18242808.64
CENSUS,2017,YEAR,COUNTY,MARYLAND,24,SOUTHERN,80,ANNE ARUNDEL,3,1078,77912,2745546.453
CENSUS,2017,YEAR,COUNTY,MARYLAND,24,SOUTHERN,80,CALVERT,9,1838,129452,4561768.141
CENSUS,2017,YEAR,COUNTY,MARYLAND,24,SOUTHERN,80,CHARLES,17,5203,425381,14990031.01
CENSUS,2017,YEAR,COUNTY,MARYLAND,24,SOUTHERN,80,PRINCE GEORGES,33,1919,144878,5105366.041
CENSUS,2017,YEAR,COUNTY,MARYLAND,24,SOUTHERN,80,ST MARYS,37,5447,341661,12039816.03
